input_text,target_text
You're dishonest.,Sen sahtekarsın.
You're dismissed.,Sen görevden alındın.
You're done here.,Sen burada hazırsın.
You're easygoing.,Tom uysaldır.
You're efficient.,Sen verimlisin.
You're emotional.,Sen duygusalsın.
You're energetic.,Sen enerjiksin.
You're exhausted.,Sen bitkinsin.
You're fantastic.,Büyüleyicisin.
You're forgetful.,Sen unutkansın.
You're fortunate.,Siz şanslısınız?
You're hilarious.,Komiksin.
You're home late.,Eve geç kaldın.
You're honorable.,Sen onurlusun.
You're impatient.,Sen sabırsızsın.
You're impulsive.,Sen iticisin.
You're in charge.,Sen sorumlusun.
You're in danger.,Tehlikedesin.
You're in danger.,Tehlikedesiniz.
You're in my way.,Yolunu kapatıyorsun.
You're incorrect.,Sen hatalısın.
You're insincere.,Sen samimiyetsizsin.
You're inventive.,Sen yaratıcısın.
You're just fine.,Sen tam iyisin.
You're losing it.,Onu kaybediyorsun.
You're losing me.,Beni kaybediyorsun.
You're lying now.,Şimdi yalan söylüyorsun.
You're motivated.,Sen motive edildin.
You're my friend.,Benim arkadaşımsın.
You're my guests.,Siz benim misafirlerimizsiniz.
You're necessary.,Sen gereklisin.
You're negligent.,Sen ihmalkarsın.
"You're next, Tom.","Bir sonraki sensin, Tom."
You're nice guys.,Siz hoş arkadaşlarsınız.
You're no doctor.,Sen doktor değilsin.
You're no singer.,Sen şarkıcı değilsin.
You're not a god.,Sen tanrı değilsin.
You're not alone.,Yalnız değilsin.
You're not crazy.,Sen deli değilsin.
You're not dying.,Ölmüyorsun.
You're not fired.,Sen kovulmadın.
You're not funny.,Sen komik değilsin.
You're not going.,Sen gitmiyorsun.
You're not ready.,Sen hazır değilsin.
You're not wrong.,Hatalı değilsin.
You're not young.,Sen genç değilsin.
You're objective.,Sen tarafsızsın.
You're obnoxious.,İğrençsin.
You're observant.,Sen dikkatlisin.
You're obstinate.,Sen inatçısın.
You're on a roll.,Şansın açık.
You're on a roll.,Şanslı günündesin.
You're organized.,Sen organizesin.
You're paying me.,Bana ödeme yapıyorsunuz.
You're plastered.,Sen sarhoşsun.
You're powerless.,Sen güçsüzsün.
You're practical.,Sen pratiksin.
You're prisoners.,Siz mahkumsunuz.
You're qualified.,Sen niteliklisin.
You're realistic.,Sen gerçekçisin.
You're repulsive.,Sen iğrençsin.
You're resilient.,Sen elastiksin.
You're resilient.,Sen esneksin.
You're safe here.,Burada güvendesin.
You're sarcastic.,Sen alaycısın.
You're satisfied.,Sen hoşnutsun.
You're screaming.,Siz çığlık atıyorsunuz.
You're secretive.,Sen ağzı sıkısın.
You're sensitive.,Sen duyarlısın.
You're shameless.,Sen utanmazsın.
You're shivering.,Titriyorsun.
You're so modest.,Çok mütevazısın.
You're so skinny.,Sen çok zayıfsın.
You're so strong.,Çok güçlüsün.
You're so stupid.,Çok aptalsın.
You're talkative.,Sen gevezesin.
You're the enemy.,Düşman sensin.
You're the first.,Sen birincisin.
You're the guest.,Sen misafirsin.
You're the owner.,Sen ev sahibisin.
You're the worst.,Sen en kötüsün.
You're too bossy.,Sen çok otoritersin.
You're too close.,Çok yakınsın.
You're too drunk.,Çok sarhoşsun.
You're too naive.,Sen çok safsın.
You're too noisy.,Sen çok gürültülüsün.
You're too picky.,Sen çok titizsin.
You're too pushy.,Sen çok saldırgansın.
You're too small.,Sen çok küçüksün.
You're too tense.,Çok gerginsin.
You're too young.,Çok gençsin.
You're unethical.,Sen ahlaksızsın.
You're uninsured.,Sen sigortasızsın.
You're very busy.,Çok meşgulsün.
You're very cute.,Çok sevimlisin.
You're very fast.,Çok hızlısın.
You're very good.,Çok iyisin.
You're very kind.,Çok naziksiniz.
You're very late.,Çok geç kaldın.
You're very nice.,Çok kibarsın.
You're very open.,Çok açıksın.
You're very rude.,Çok kabasın.
You're very sick.,Çok hastasın.
You're very slow.,Sen çok yavaşsın.
You're very tall.,Sen çok uzun boylusun.
You're very ugly.,Çok çirkinsin.
You're very wise.,Çok bilgesin.
You're wonderful.,Harikasın.
You've been hurt.,Yaralandın.
You've been paid.,Size ödeme yapıldı.
You've been told.,Size söylendi.
You've done good.,İyi yaptın.
You've done that.,Onu yaptın.
You've done well.,İyi yaptın.
You've earned it.,Onu hak ettin.
You've got spunk.,Cesaretin var.
You've got to go.,Gitmelisin.
You've got to go.,Gitmek zorundasın.
You've got to go.,Gitmen gerekiyor.
You've seen that.,Sen onu gördün.
You've upset Tom.,Tom'u allak bullak ettin.
Your car is fast.,Senin araban hızlıdır.
Your car's ready.,Araban hazır.
Your cat is cute.,Senin kedin şirin.
Your dog is here.,Köpeğiniz burada.
Your face is red.,Yüzün kızarmış.
Your fly is open!,Fermuarın açık!
Your mom is cool.,Senin annen harika.
Your mom is here.,Annen burada.
Your plan failed.,Planın başarısız oldu.
Your plan worked.,Planın işe yaradı.
Your room is big.,Senin odan büyük.
Your shoes stink.,Ayakkabıların pis kokuyor.
Your wife called.,Karın aradı.
Yours was better.,Seninki daha iyiydi.
A bear killed Tom.,Bir ayı Tom'u öldürdü.
A bear mauled Tom.,Bir ayı Tom'u hırpaladı.
A boy spoke to me.,Bir çocuk benimle konuştu.
A dog bit her leg.,Bir köpek onun bacağını ısırdı.
A dog was running.,Bir köpek koşuyordu.
A drunk robbed me.,Bir sarhoş beni soydu.
A fork is missing.,Bir çatal eksik.
A heavy rain fell.,Bir sağanak yağdı.
A heavy rain fell.,Şiddetli bir yağmur yağdı.
A leaf is falling.,Bir yaprak düşüyor.
A lot is at stake.,Çok şey tehlikede.
A storm is coming.,Bir fırtına geliyor.
Add a little milk.,Biraz süt ilave et.
Add it to my bill.,Hesabıma ekle.
Add it to my bill.,Deftere yaz.
Adjust the brakes.,Frenleri ayarlayın.
Advance two steps.,İki adım ileri.
Alcohol is a drug.,Alkol bir uyuşturucudur.
All I need is one.,Tek ihtiyacım olan birisi.
All I want is you.,Bütün istediğim sensin.
All men are equal.,Bütün insanlar eşittir.
Always be careful.,Her zaman dikkatli olun.
Am I a bad person?,Ben kötü biri miyim?
Am I a bad person?,Ben kötü bir insan mıyım?
Am I annoying you?,Seni rahatsız ediyor muyum?
Am I going to die?,Ölecek miyim?
Am I interrupting?,Sözünü kesiyor muyum?
Am I making sense?,Sözlerimin anlamı var mı?
Am I on that list?,Ben o listede miyim?
Am I overreacting?,Aşırı tepki veriyor muyum?
Am I so different?,Ben çok farklı mıyım?
Am I so different?,Çok farklı mıyım?
Am I the only one?,Tek kişi ben miyim?
Am I under arrest?,Ben tutuklu muyum?
Am I welcome here?,Burada hoş karşılanıyor muyum?
America loves you.,Amerika seni seviyor.
America needs you.,Amerika'nın sana ihtiyacı var.
Ammonia is a base.,Amonyak bir bazdır.
An error was made.,Bir hata yapıldı.
Answer in English.,İngilizce cevap ver.
Answer in English.,İngilizce olarak cevap verin.
Answer in English.,İngilizce olarak yanıtla.
Answer in English.,İngilizce olarak yanıtlayın.
"Answer me, please.","Bana cevap ver, lütfen."
Any paper will do.,Herhangi bir kağıt işe yarar.
Any place will do.,Herhangi bir yer işe yarar.
Are these candles?,Bunlar mum mu?
Are they American?,Onlar Amerikalı mı?
Are they Canadian?,Onlar Kanadalı mı?
Are they Japanese?,Onlar Japon mu?
Are they all nuts?,Onların hepsi deli mi?
Are they all nuts?,Hepsi kafayı mı yemiş?
Are they brothers?,Onlar kardeş mi?
Are they confused?,Onlar şaşkın mı?
Are they friendly?,Onlar cana yakın mı?
Are they in Paris?,Onlar Paris'te mi?
Are they students?,Onlar öğrenci mi?
Are they worth it?,Onlar buna değer mi?
Are those bedbugs?,Onlar tahtakurusu mu?
Are vampires real?,Vampirler gerçek mi?
Are we going home?,Eve gidiyor muyuz?
Are we good to go?,Gitmek için hazır mıyız?
Are we in trouble?,Başımız dertte mi?
Are you a student?,Sen bir öğrenci misin?
Are you a student?,Siz bir öğrenci misiniz?
Are you a teacher?,Sen bir öğretmen misin?
Are you a tourist?,Sen turist misin?
Are you a vampire?,Vampir misin?
Are you agreeable?,Sen uzlaşmacı mısın?
Are you all alone?,Hepiniz yalnız mısınız?
Are you all ready?,Hepiniz hazır mısınız?
Are you alone now?,Şimdi yalnız mısın?
Are you ambitious?,Hırslı mısın?
Are you available?,Müsait misin?
Are you bachelors?,Bekar mısınız?
Are you bilingual?,Sen çift dilli misin?
Are you bored yet?,Şimdi sıkılıyor musun?
Are you bored yet?,Henüz sıkıldınız mı?
Are you breathing?,Nefes alıyor musun?
Are you busy here?,Burada meşgul müsün?
"Are you busy, Tom?","Meşgul müsün, Tom?"
Are you coming in?,İçeri geliyor musun?
Are you coming up?,Geliyor musun?
Are you competent?,Yetenekli misiniz?
Are you confident?,Sen kendinden emin misin?
Are you contented?,Sen hoşnut musun?
Are you depressed?,Depresyonda mısın?
"Are you done, Tom?","Hazır mısın, Tom?"
Are you eccentric?,Sen garip misin?
Are you eccentric?,Sen eksantrik misin?
Are you effective?,Sen etkili misin?
Are you efficient?,Sen verimli misin?
Are you energetic?,Sen enerjik misin?
Are you forgetful?,Unutkan mısın?
Are you forgetful?,Unutkan mısınız?
Are you frivolous?,Sen boş musun?
Are you frivolous?,Sen uçarı mısın?
Are you from here?,Buralı mısın?
Are you going out?,Dışarı mı çıkıyorsun?
Are you happy now?,Şimdi mutlu musun?
"Are you home, too?",Sen de evde misin?
"Are you hurt, Tom?","Yaralandın mı, Tom?"
"Are you hurt, Tom?","İncindin mi, Tom?"
Are you impartial?,Sen tarafsız mısın?
Are you important?,Önemli misiniz?
Are you impressed?,Etkilendin mi?
Are you impulsive?,Sen düşüncesiz misin?
Are you in Boston?,Boston'da mısın?
Are you in London?,Londra'da mısın?
Are you in a band?,Bir grupta mısın?
Are you in a rush?,Aceleniz mi var?
Are you in danger?,Tehlikede misin?
Are you inventive?,Sen yaratıcı mısın?
Are you listening?,Dinliyor musun?
Are you mad at me?,Bana kızgın mısınız?
Are you miserable?,Sen sefil misin?
Are you motivated?,Sen motive misin?
Are you my cousin?,Sen benim kuzenim misin?
Are you my doctor?,Sen benim doktorum musun?
Are you my father?,Siz benim babam mısınız?
Are you objective?,Sen tarafsız mısın?
Are you observant?,Sen itaatkar mısın?
Are you on a diet?,Diyette misiniz?
Are you organized?,Düzenli misin?
Are you organized?,Tertipli misin?
Are you our enemy?,Düşmanımız mısın?
Are you our enemy?,Sen bizim düşmanımız mısın?
Are you out there?,Orada mısın?
Are you out there?,Sen dışarıda mısın?
Are you paid well?,Sana iyi ödeme yapılıyor mu?
Are you practical?,Pratik misin?
Are you proactive?,Sen proaktif misin?
Are you psychotic?,Psikotik misin?
Are you ready now?,Şimdi hazır mısın?
Are you ready yet?,Henüz hazır mısın?
Are you really OK?,Gerçekten iyi misin?
Are you religious?,Sen dindar mısın?
Are you satisfied?,Tatmin oldunuz mu?
Are you saying no?,Hayır mı diyorsun?
Are you still mad?,Hala sinirli misin?
Are you still sad?,Hâlâ üzgün müsün?
"Are you sure, Tom?","Emin misin, Tom?"
Are you surprised?,Şaşırdın mı?
Are you the mayor?,Belediye başkanı sen misin?
Are you tired now?,Şimdi yorgun musun?
Are you too tired?,Çok yorgun musunuz?
Are you too tired?,Çok yorgun musun?
Are you two happy?,Siz ikiniz mutlu musunuz?
Are you two ready?,Siz ikiniz hazır mısınız?
Are your eyes bad?,Gözlerin kötü mü?
Are your lips dry?,Dudakların kuru mu?
Aren't we friends?,Biz arkadaş değil miyiz?
Aren't you a chef?,Sen bir aşçıbaşı değil misin?
Aren't you afraid?,Korkmuyor musunuz?
Aren't you afraid?,Korkmuyor musun?
Aren't you coming?,Gelmiyor musun?
Aren't you coming?,Gelmiyor musunuz?
Aren't you hungry?,Aç değil misin?
Aren't you hungry?,Aç değil misiniz?
Aren't you scared?,Korkmuyor musunuz?
Aren't you scared?,Korkmuyor musun?
Aren't you sleepy?,Uykulu değil misin?
Ask me a question.,Bana bir soru sor.
Ask the policeman.,Polise sor.
Ask your question.,Sorunu sor.
Avoid bad company.,Kötü şirketten kaçının.
Bad things happen.,Kötü şeyler olur.
Be careful of Tom.,Tom'a dikkat edin.
Be honest with me.,Bana karşı dürüst ol.
Be kind to others.,Başkalarına karşı nazik olun.
Be nice to others.,Diğerlerine karşı nazik ol.
Be quick about it.,Onun hakkında hızlı ol.
Be quick about it.,Bu konuda çabuk olun.
Beer sales are up.,Bira satışları yukarıda.
Behave like a man.,Erkek gibi davran.
Behave like a man.,Bir adam gibi davran.
Behave yourselves.,Kendine gel.
Behave yourselves.,Terbiyeni takın.
Beware of the dog!,Köpeğe dikkat!
Beware of thieves.,Hırsızlardan sakının.
Birds build nests.,Kuşlar yuva yapar.
Boston is my home.,Boston benim yuvam.
Both men took off.,İki adam da yola çıktı.
Boys will be boys.,Oğlanlar oğlanlar olacak.
Break time's over.,Mola süresi bitti.
Breathe in deeply.,Derin bir nefes alın.
Bring Tom in here.,Tom'u buraya getir.
Bring him a drink.,Ona bir içki getir.
Bring me my shoes.,Bana ayakkabılarımı getir.
Bring your wallet.,Cüzdanını getir.
But I was careful.,Fakat ben dikkatliydim.
Buy me some candy.,Bana biraz şeker al.
Buy what you need.,İhtiyacın olanı al.
Call an ambulance.,Bir ambulans çağırın.
Call her tomorrow.,Onu yarın arayın.
Call me on Monday.,Beni pazartesi günü ara.
Call the hospital.,Hastaneyi ara.
Call your brother.,Erkek kardeşini ara.
Call your sisters.,Senin kız kardeşlerini çağır.
Call your sisters.,Senin kız kardeşlerini ara.
Can I ask a favor?,Bir iyilik isteyebilir miyim?
Can I ask why not?,Neden olmadığını sorabilir miyim?
Can I ask you why?,Nedenini sorabilir miyim?
Can I borrow this?,Bunu ödünç alabilir miyim?
Can I come in now?,Şimdi gelebilir miyim?
Can I come inside?,İçeriye gelebilir miyim?
Can I dial direct?,Direkt arayabilir miyim.
Can I do anything?,Ben bir şey yapabilir miyim?
Can I do it again?,Onu yine yapabilir miyim?
Can I do it today?,Onu bugün yapabilir miyim?
Can I do that now?,Bunu şimdi yapabilir miyim?
Can I go back now?,Şimdi geri gidebilir miyim?
Can I go home now?,Şimdi eve gidebilir miyim?
Can I go with Tom?,Tom'la gidebilir miyim?
Can I go with Tom?,Tom ile gidebilir miyim?
Can I have a bite?,Ben bir ısırık alabilir miyim?
Can I have a kiss?,Bir öpücük alabilir miyim?
Can I just see it?,Sadece onu görebilir miyim?
Can I look around?,Çevreye bakabilir miyim?
Can I make copies?,Kopya yapabilir miyim?
Can I pick you up?,Seni alabilir miyim?
Can I rely on you?,Sana güvenebilir miyim?
Can I see Tom now?,Tom'u şimdi görebilir miyim?
Can I see some ID?,Bir kimlik görebilir miyim?
Can I see you now?,Seni şimdi görebilir miyim?
Can I start again?,Tekrar başlayabilir miyim?
Can I talk to Tom?,Tom'la konuşabilir miyim?
Can I talk to Tom?,Tom ile konuşabilir miyim?
Can I talk to you?,Seninle konuşabilir miyim?
Can I try this on?,Bunu deneyebilir miyim?
Can Tom come back?,Tom geri dönebilir mi?
"Can Tom come, too?",Tom da gelebilir mi?
Can Tom get a dog?,Tom bir köpek alabilir mi?
Can all birds fly?,Bütün kuşlar uçabilir mi?
Can anybody do it?,Herhangi biri bunu yapabilir mi?
Can people change?,İnsanlar değişebilir mi?
"Can she come, too?",O da gelebilir mi?
Can somebody help?,Biri yardım edebilir mi?
Can the baby walk?,Bebek yürüyebiliyor mu?
Can this be eaten?,Bu yenilebilir mi?
Can we fish there?,Orada balık avlayabilir miyiz?
Can we get closer?,Yakınlaşabilir miyiz?
Can we go fishing?,Balık tutmaya gidebilir miyiz?
Can we rent a car?,Bir araba kiralayabilir miyiz?
Can we reschedule?,Yeniden planlayabilir miyiz?
Can we see it now?,Onu şimdi görebilir miyiz?
Can we start over?,Baştan alabilir miyiz?
Can we stop there?,Orada durdurabilir miyiz?
Can we talk alone?,Yalnız konuşabilir miyiz?
Can we talk later?,Daha sonra konuşabilir miyiz?
Can we trust them?,Onlara güvenebilir miyiz?
Can you advise me?,Bana bildirir misin?
Can you afford it?,Bunu göze alabilir misin?
Can you answer it?,Onu yanıtlayabilir misin?
Can you answer me?,Bana cevap verebilir misin?
Can you beat that?,Onu yenebilir misin?
Can you blame Tom?,Tom'u suçlayabilir misin?
Can you bring Tom?,Tom'u getirir misin?
Can you come here?,Eve gelebilir misin?
"Can you come, too?",Sen de gelebilir misin?
Can you decode it?,Onu deşifre edebilir misin?
Can you eat these?,Bunları yiyebilir misin?
Can you elaborate?,Detaylandırır mısın?
Can you excuse me?,Bana izin verebilir misin?
Can you feel this?,Bunu hissedebiliyor musun?
Can you fix my TV?,Televizyonumu tamir edebilir misin?
Can you follow me?,Beni takip eder misin?
Can you freeze it?,Onu dondurabilir misin?
Can you go faster?,Daha hızlı gidebilir misin?
Can you handle it?,Onu tutar mısın?
Can you hear that?,Onu duyabiliyor musun?
Can you hear them?,Onları duyabiliyor musun?
Can you ice skate?,Buz pateni yapabilir misin?
Can you jump rope?,İp atlayabilir misin?
Can you make time?,Zaman ayırabilir misin?
Can you park here?,Buraya park edebilir misin?
Can you play well?,İyi oynayabilir misin?
Can you read that?,Onu okuyabilir misin?
Can you read this?,Bunu okuyabilir misin?
Can you remove it?,Onu çıkarabilir misin?
Can you repair it?,Onu onarabilir misin?
Can you stay long?,Uzun süre kalabilir misin?
Can you swim well?,İyi yüzebilir misin?
Can you take over?,Yönetimi alabilir misin?
Can you take over?,Devralabilir misin?
Can you take this?,Bunu alabilir misin?
Can you tie a bow?,Bir papyon bağlayabilir misin?
Can you translate?,Çeviri yapabilir misin?
Can you trust Tom?,Tom'a güvenebilir misin?
Can you use a gun?,Bir silah kullanabilir misin?
Can you watch Tom?,Tom'u izleyebilir misin?
Can't we break it?,Biz onu kıramaz mıyız?
Can't we fire Tom?,Tom'u işten kovamaz mıyız?
Can't we tell Tom?,Tom'a söyleyemez miyiz?
